X,Y,cluster
20.77656941634482,25.2723239924824,A
37.522266198843134,31.84193605213171,A
52.96523908042314,28.28629584208082,A
52.15145633709342,60.30610165003999,C
35.56402142083934,33.69790345739787,A
44.01922917620672,64.34297746221479,C
100.95203385177587,18.72421130843276,B
73.94683387413227,22.12291349378843,B
3.591547621981082,46.93848354525066,A
61.19114548090681,50.6945911115445,B
77.67068470976902,18.481663804877275,B
70.55819928717881,42.260102641089716,B
95.7085521669466,15.932386073204878,B
8.217685945082852,39.598927855404604,A
24.017559924125898,42.640697198473845,A
21.40788189442577,8.150760221119683,A
27.39235739515158,50.398546570650936,A
40.420568423703635,24.44579694876591,A
25.564941927039172,76.6373493348297,C
82.47108543011736,46.280902678211675,B
22.126114045636406,28.102391251145903,A
49.43840812351576,73.00179368734695,C
-0.16074039492551861,27.518804772948283,A
55.32321818992472,62.66050615288057,A
44.81922392383824,71.00672853942658,C
14.269738321373449,41.143453339579224,A
52.85265396256707,94.19516232029856,C
83.64760371458785,31.94008650319053,B
22.256917724581225,19.64480121994388,A
61.370781901510895,5.188209464835637,B
35.82055030149843,79.57128453632711,C
28.913028592725357,32.733005467253925,C
46.278642503413955,52.74574002937883,C
103.86645274120852,43.587824720907506,B
39.484947402782446,57.87772963878071,C
52.63739896219157,40.763352582509526,C
61.37244632583104,51.633034307643456,C
101.56949441796225,50.49499582805416,B
54.1463386774177,55.261735732108725,C
44.64923398009136,105.08488966782181,C
24.06711724962545,46.09187210442862,A
27.23879998669548,49.15928848035088,A
51.627109384936404,61.087143866722734,C
71.76225844693117,25.547021540528284,B
76.35286905167224,42.63087230473166,B
77.57591492849002,45.27676509301584,B
84.48731018918714,38.660077590468845,B
24.566380660386827,25.845185183104316,A
54.53189029715555,56.960266781261325,C
80.14924987503323,29.329633430856042,B
7.942722569289575,32.52194165326861,A
9.046286410583336,47.31585260296882,A
13.4202552826151,58.65825366856455,A
32.749992364109495,54.38333383851591,A
32.399759959236945,51.80461378009888,C
66.26769612792836,40.11912981922529,B
37.10049893730127,95.17683783166041,C
88.43407463351497,42.501272051256294,B
74.6456880572031,22.98914049561408,B
-7.891391084663184,29.679967960932984,A
80.0190844767805,41.77712962168335,B
73.54565811681442,25.962029125385637,B
51.56385345851476,23.545493702036403,A
70.80604883994101,50.23736231515051,C
-7.358766770119622,17.574790671094064,A
33.32503245103007,45.566448866788335,C
46.278454553502684,62.730584926134554,C
62.98860439812181,81.57741310704333,C
80.7030885000539,48.97384521576698,B
28.800197545593818,40.9666497383579,C
39.25311748510167,46.65811098011222,C
58.788255869992135,42.66792814412155,B
58.78621519529533,55.48337777535329,C
35.88791155421875,89.93512131573395,C
58.91230385555012,63.65415189482711,C
25.173908431242047,48.25118507825546,A
87.62590518060226,56.302678563870906,B
19.912508557943198,16.71893680829193,A
52.27390286974921,28.2570140534767,B
82.61923652732122,16.23281944139541,B
53.872364733401945,63.61668249410391,C
30.99161703382466,93.97735150557929,C
43.36417045510055,40.12329283086288,A
27.43480115086425,46.08065113234254,A
17.20471989203274,39.04078404118177,A
62.113397080929175,17.312536795905007,B
61.7320335238704,22.0276240568599,B
107.40807203448702,44.223767829277136,B
28.970122939221582,79.19992844602248,C
72.08607003022605,44.67619823941453,B
